labelAnswer|title|slug|answer|commentAnswer|summary|content|authorEmail|||
A. L'&eacute;lectrodynamique &eacute;tudie les interactions dynamiques entre courants &eacute;lectriques.|1. Concernant l'&eacute;lectromagn&eacute;tisme, indiquez la ou les proposition(s) exacte(s) :|UE3T140801|VRAI|A. Vrai, l'&eacute;lectrodynamique traite des interactions &eacute;lectro-magn&eacute;tiques||||Capron||
B. La radio&eacute;lectricit&eacute; traite des transmissions par ondes &eacute;lectromagn&eacute;tiques.|1. Concernant l'&eacute;lectromagn&eacute;tisme, indiquez la ou les proposition(s) exacte(s) :|UE3T140801|VRAI|||||Capron||
C. L'&eacute;lectrostatique correspond &agrave; des syst&egrave;mes de charges &eacute;lectriques en mouvement.|1. Concernant l'&eacute;lectromagn&eacute;tisme, indiquez la ou les proposition(s) exacte(s) :|UE3T140801|FAUX|C. Faux, l'&eacute;lectrostatique correspond &agrave; des syst&egrave;mes de charges &eacute;lectriques statiques (&agrave; l'&eacute;quilibre)||||Capron||
D. Le magn&eacute;tostatisme est un ph&eacute;nom&egrave;ne cr&eacute;&eacute; par un courant &eacute;lectrique variable.|1. Concernant l'&eacute;lectromagn&eacute;tisme, indiquez la ou les proposition(s) exacte(s) :|UE3T140801|FAUX|D. Faux, le magn&eacute;tostatisme est un ph&eacute;nom&egrave;ne cr&eacute;&eacute; par un courant &eacute;lectrique stationnaire||||Capron||
E. L'&eacute;lectronique est applicable pour des courants forts.|1. Concernant l'&eacute;lectromagn&eacute;tisme, indiquez la ou les proposition(s) exacte(s) :|UE3T140801|FAUX|E. Faux, l'&eacute;lectronique traite de courants faibles et l'&eacute;lectrotechnique de courants forts||||Capron||
A. La loi de Biot et Savart permet de calculer un champ magn&eacute;tique cr&eacute;&eacute; par des courants continus.|2. Concernant la loi de Biot et Savart, indiquez la ou les proposition(s) exacte(s) :|UE3T140802|VRAI|A. Vrai, la loi de Biot et Savart d&eacute;termine le magn&eacute;tostatisme. Elle permet de calculer le champ magn&eacute;tique cr&eacute;&eacute; par des courants continus au niveau d'un point P||||Capron||
B. Dans cette loi, la force magn&eacute;tique est proportionnelle au carr&eacute; de la distance et inversement proportionnelle &agrave; l'intensit&eacute;.|2. Concernant la loi de Biot et Savart, indiquez la ou les proposition(s) exacte(s) :|UE3T140802|FAUX|B. Faux, la force magn&eacute;tique est inversement proportionnelle au carr&eacute; de la distance et proportionnelle &agrave; l'intensit&eacute; (regardez la formule !)||||Capron||
C. Cette loi d&eacute;finit les propri&eacute;t&eacute;s d'un circuit parcouru par un courant d'intensit&eacute; I.|2. Concernant la loi de Biot et Savart, indiquez la ou les proposition(s) exacte(s) :|UE3T140802|VRAI|C. Vrai, cette loi traite d'un circuit parcouru d'une intensit&eacute; I. Ensuite, on prend un point P ext&eacute;rieur &agrave; ce circuit mais &agrave; son voisinage proche et on calcule le champ magn&eacute;tique cr&eacute;&eacute; en P par le courant : B(P)||||Capron||
D. Dans cette loi, il est n&eacute;cessaire de consid&eacute;rer un vecteur unitaire dl perpendiculaire au circuit.|2. Concernant la loi de Biot et Savart, indiquez la ou les proposition(s) exacte(s) :|UE3T140802|FAUX|D. Faux, il est n&eacute;cessaire de consid&eacute;rer un vecteur unitaire dl parall&egrave;le au circuit||||Capron||
E. Dans cette loi, il est n&eacute;cessaire de consid&eacute;rer un vecteur unitaire dl orient&eacute; dans le sens du courant.|2. Concernant la loi de Biot et Savart, indiquez la ou les proposition(s) exacte(s) :|UE3T140802|VRAI|||||Capron||
A. Le cobalt<br />B. Le cuivre <br />C. Le nickel <br />D. L'aluminium <br />E. Le chrome|3. Parmi les mat&eacute;riaux suivants, indiquez celui (ceux) qui (est) sont paramagn&eacute;tique(s) :|UE3T140803|3. DE|A. Cobalt = ferromagn&eacute;tique <br />B. Cuivre = diamagn&eacute;tique <br />C. Nickel = ferromagn&eacute;tique||||Capron||
